7,819,43,320.19,0
2,299,32,2066.84,0
5,994,38,473.47,0
9,126,1,63.16,0
8,525,25,2236.38,0
4,271,47,3140.16,0
7,785,4,302.14,0
7,262,4,113.69,0
8,689,42,2191.87,0
3,755,39,2908.47,0
8,492,10,550.83,0
4,207,27,2015.71,0
1,580,12,1129.40,0
10,678,45,4186.87,0
10,728,35,897.38,0
10,941,26,604.56,0
10,155,40,1520.77,0
1,690,1,30.52,0
2,610,36,1404.24,0
1,226,29,1171.64,0
5,838,4,397.75,0
8,521,24,2293.58,0
8,752,41,1961.24,0
7,968,44,3652.16,0
2,615,28,560.38,0
4,936,50,2990.34,0
3,789,36,2175.54,0
4,306,38,1075.34,0
5,949,29,679.13,0
5,384,37,319.53,0
2,7,34,1330.81,0
2,592,6,571.51,0
7,556,49,2634.80,0
7,283,17,777.20,0
10,163,20,1576.93,0
5,254,28,259.07,0
6,315,6,34.27,0
5,305,36,1539.31,0
8,165,27,1091.66,0
6,246,41,220.86,0
8,317,16,1017.43,0
6,24,5,76.64,0
2,102,15,511.82,0
5,234,46,2433.43,0
2,122,34,1067.74,0
2,774,24,1172.96,0
2,451,1,43.48,0
1,399,37,3038.06,0
1,975,31,2998.98,0
5,77,31,3038.42,0
5,577,15,20.01,0
1,996,43,3176.59,0
4,474,1,46.69,0
7,230,15,1297.91,0
1,228,21,154.36,0
4,500,42,1435.25,0
8,767,12,57.26,0
10,318,17,662.99,0
10,427,1,77.54,0
1,341,45,2052.77,0
5,572,31,2681.94,0
7,988,40,326.85,0
1,792,11,49.47,0
5,477,7,511.42,0
5,71,14,514.82,0
4,743,40,2325.48,0
2,589,1,46.81,0
5,55,1,26.88,0
7,313,44,1875.32,0
8,682,13,1009.89,0
3,279,31,1388.90,0
8,524,15,789.21,0
3,778,8,755.31,0
5,381,23,430.83,0
2,29,38,3513.70,0
5,44,32,801.63,0
8,917,33,1838.52,0
1,936,32,1913.82,0
1,856,21,509.37,0
5,653,1,19.95,0
10,18,49,3665.39,0
5,535,37,1418.03,0
2,464,31,420.85,0
2,738,21,1039.49,0
7,954,36,558.08,0
3,453,44,788.74,0
7,655,4,305.66,0
4,847,49,1016.30,0
6,852,13,35.11,0
10,258,30,2618.61,0
3,65,35,429.01,0
4,901,3,263.97,0
10,442,39,1307.06,0
8,446,11,1077.51,0
1,369,18,941.74,0
6,627,10,214.18,0
10,879,33,298.20,0
8,203,27,1821.95,0
9,562,8,183.31,0
2,408,14,882.97,0
9,252,24,1983.39,0
6,646,5,461.15,0
1,910,3,154.54,0
3,17,23,1347.60,0
6,34,27,1353.97,0
4,848,37,1767.68,0
1,293,46,2193.43,0
4,229,1,93.11,0
7,710,3,21.52,0
5,577,7,9.34,0
3,186,41,1559.10,0
9,246,3,16.16,0
5,605,36,423.27,0
9,379,30,1375.76,0
4,467,11,43.61,0
2,65,49,600.61,0
8,75,50,2041.40,0
1,865,45,149.26,0
9,673,18,1684.79,0
8,867,46,3799.58,0
6,557,29,2756.27,0
8,559,38,1678.81,0
3,86,48,3948.32,0
7,818,8,793.87,0
6,672,9,392.70,0
3,155,27,1026.52,0
3,867,17,1404.19,0
8,277,25,1391.81,0
3,916,42,3268.10,0
6,770,29,2207.70,0
3,452,19,1743.89,0
5,136,32,925.62,0
10,990,34,1458.53,0
6,191,37,2764.66,0
2,969,41,1086.96,0
2,673,16,1497.59,0
10,290,18,1527.41,0
5,574,17,1407.89,0
8,761,13,911.49,0
5,35,8,104.29,0
8,98,19,1051.87,0
4,565,3,84.69,0
9,875,1,89.72,0
5,767,50,238.58,0
2,211,25,502.64,0
1,816,7,610.08,0
5,998,34,3103.22,0
3,470,33,3223.27,0
1,150,26,155.07,0
9,411,37,1587.11,0
9,906,38,2140.42,0
7,916,45,3501.53,0
1,846,37,1292.11,0
10,50,24,2045.04,0
7,417,2,90.62,0
7,184,18,1498.22,0
1,197,45,3434.24,0
6,609,29,1974.44,0
5,936,24,1435.36,0
5,872,23,859.15,0
3,564,41,748.96,0
10,716,19,1459.60,0
2,189,21,1752.94,0
8,957,11,77.49,0
3,518,20,378.29,0
5,662,14,556.52,0
7,315,21,119.96,0
5,565,29,818.67,0
9,47,34,2487.34,0
2,717,21,1488.41,0
10,251,47,2674.14,0
6,823,5,63.10,0
6,45,16,1436.86,0
3,119,47,2651.10,0
5,299,21,1356.36,0
6,292,15,1081.99,0
6,84,4,168.88,0
1,491,43,780.26,0
5,354,9,36.23,0
7,188,2,51.55,0
4,436,45,4077.92,0
8,783,8,604.39,0
8,45,46,4130.97,0
1,700,22,377.01,0
9,108,49,4398.69,0
1,260,21,314.95,0
10,913,28,660.41,0
1,44,26,651.32,0
6,457,21,869.08,0
6,607,11,1013.27,0
6,620,24,1278.54,0
8,176,26,1575.79,0
10,625,41,3737.39,0
9,383,7,312.32,0
1,831,48,1303.59,0
5,22,31,2731.33,0
8,38,39,285.01,0
5,133,2,131.82,0
9,552,18,1555.57,0
10,589,3,140.42,0
4,451,9,391.36,0
7,554,16,1340.77,0
10,134,32,1358.31,0
5,587,3,241.09,0
3,11,47,1431.27,0
9,572,3,259.54,0
6,628,11,557.52,0
6,838,7,696.06,0
2,74,47,2396.04,0
7,78,10,976.70,0
6,647,37,2238.21,0
1,117,20,1939.89,0
9,386,37,2773.75,0
6,114,21,1330.85,0
5,586,13,995.22,0
2,735,13,545.44,0
5,565,41,1157.43,0
1,412,21,1012.34,0
9,939,37,2526.43,0
3,360,9,858.16,0
10,254,9,83.27,0
9,759,5,239.05,0
8,605,27,317.45,0
9,748,13,80.25,0
6,552,33,2851.88,0
5,752,44,2104.75,0
10,204,28,374.62,0
1,715,39,59.24,0
10,900,36,1927.33,0
6,360,17,1620.96,0
1,223,22,1033.36,0
1,711,35,1076.48,0
1,978,19,514.11,0
10,336,22,1074.37,0
5,456,46,2177.88,0
8,674,45,1352.85,0
4,970,13,346.77,0
4,124,11,155.89,0
2,492,49,2699.07,0
3,792,31,139.41,0
7,629,2,128.91,0
10,227,24,2271.31,0
1,545,4,160.13,0
9,160,37,2634.78,0
5,88,9,446.67,0
2,961,20,1526.35,0
6,274,50,4236.75,0
10,825,44,3492.74,0
10,297,42,3035.23,0
7,14,20,1717.99,0
1,952,47,1569.69,0
1,245,4,168.00,0
7,667,27,270.84,0
6,952,28,935.14,0
9,620,28,1491.63,0
3,139,10,551.50,0
6,700,20,342.74,0
1,637,3,80.98,0
1,624,32,2441.24,0
5,404,33,3224.08,0
1,269,9,391.28,0
3,493,26,2075.71,0
10,81,5,342.50,0
8,489,41,604.34,0
2,519,43,2744.73,0
8,117,46,4461.74,0
5,73,3,71.57,0
5,533,39,3450.49,0
8,711,17,522.86,0
8,467,24,95.16,0
9,680,43,476.15,0
5,110,24,2115.76,0
9,404,45,4396.48,0
5,342,37,2236.83,0
2,887,46,3839.25,0
10,98,17,941.15,0
3,792,3,13.49,0
3,194,9,813.60,0
5,302,4,258.75,0
7,366,10,332.57,0
2,200,11,854.52,0
10,6,9,899.06,0
10,570,41,3181.27,0
10,296,10,209.42,0
1,446,49,4799.82,0
1,434,38,2768.41,0
2,858,8,246.30,0
5,48,41,143.09,0
7,751,47,214.47,0
9,582,43,794.72,0
8,161,42,2965.65,0
10,2,21,541.83,0
1,513,34,79.77,0
8,596,11,219.25,0
4,474,26,1214.00,0
3,25,33,685.05,0
1,794,15,1064.68,0
6,514,30,2942.34,0
1,456,27,1278.32,0
7,416,27,2525.63,0
2,782,32,1795.90,0
10,699,33,1999.26,0
1,259,12,617.67,0
3,601,16,1342.79,0
7,787,40,429.74,0
6,700,15,257.06,0
9,598,35,147.22,0
5,929,22,1400.94,0
6,515,3,115.59,0
6,490,4,49.61,0
1,335,17,277.24,0
2,415,22,1496.24,0
5,857,21,1950.91,0
1,245,34,1427.99,0
3,759,43,2055.80,0
3,601,47,3944.45,0
10,317,16,1017.43,0
1,760,26,63.68,0
3,635,33,1360.70,0
10,908,3,95.13,0
5,538,49,3717.08,0
1,780,25,95.31,0
8,122,33,1036.33,0
5,13,38,2832.53,0
10,726,2,81.46,0
9,632,33,2984.84,0
6,844,25,1170.06,0
5,213,47,3106.56,0
3,636,26,464.06,0
6,666,31,1961.36,0
4,799,10,234.38,0
4,512,37,2954.71,0
7,377,32,306.42,0
10,519,42,2680.90,0
4,80,24,71.71,0
8,367,17,672.80,0
1,966,41,3454.95,0
8,927,19,1089.99,0
6,91,13,980.31,0
9,161,48,3389.31,0
10,906,16,901.23,0
8,107,1,19.40,0
8,978,14,378.82,0
7,657,43,3702.57,0
10,285,17,1265.83,0
10,77,43,4214.58,0
5,436,26,2356.13,0
5,339,38,777.28,0
8,878,23,1154.83,0
9,773,25,849.59,0
9,513,1,2.35,0
4,915,27,1606.90,0
9,523,49,3443.21,0
10,234,43,2274.73,0
4,339,5,102.27,0
4,984,9,594.89,0
10,674,8,240.51,0
8,590,40,1993.18,0
1,161,37,2612.60,0
1,293,11,524.52,0
9,884,7,580.73,0
7,689,50,2609.37,0
1,814,11,973.18,0
6,535,3,114.98,0
8,710,42,301.29,0
3,869,15,983.58,0
7,189,15,1252.10,0
7,399,45,3694.94,0
8,522,49,734.52,0
9,637,16,431.87,0
9,534,49,3557.21,0
3,997,32,2658.50,0
10,72,18,1334.91,0
3,191,8,597.76,0
1,584,23,542.51,0
4,141,44,2833.01,0
7,663,29,2023.00,0
5,636,15,267.73,0
5,948,25,1267.58,0
4,487,4,254.22,0
7,268,34,3364.08,0
6,460,3,146.36,0
2,563,2,163.55,0
4,531,23,1734.15,0
5,262,7,198.95,0
5,134,25,1061.18,0
3,608,25,1651.67,0
3,100,7,402.83,0
1,947,44,1772.54,0
8,642,1,26.73,0
3,545,20,800.63,0
3,340,15,1161.85,0
8,540,40,3306.17,0
6,549,13,73.52,0
2,825,20,1587.61,0
9,414,26,1784.24,0
10,766,11,223.61,0
9,711,15,461.35,0
5,257,18,1596.10,0
1,578,37,3085.62,0
5,638,29,1170.12,0
2,329,19,921.08,0
7,322,3,29.72,0
10,673,7,655.20,0
8,968,7,581.03,0
9,419,22,335.23,0
6,575,8,206.72,0
9,532,17,1687.36,0
7,714,11,950.54,0
8,825,24,1905.13,0
3,474,24,1120.62,0
10,380,31,644.67,0
6,602,20,883.11,0
7,325,11,17.23,0
4,921,47,943.84,0
10,862,32,2235.45,0
9,535,42,1609.65,0
8,68,31,429.36,0
6,127,3,183.24,0
4,579,34,1920.68,0
4,192,43,1931.03,0
7,468,25,2077.20,0
9,503,39,2080.62,0
1,521,6,573.40,0
2,695,46,661.83,0
1,776,17,1142.61,0
1,493,22,1756.37,0
7,584,47,1108.62,0
2,958,35,337.48,0
6,352,2,4.17,0
9,284,42,3456.33,0
2,205,32,2787.74,0
3,178,12,439.72,0
2,560,12,245.45,0
5,279,33,1478.50,0
9,331,25,65.61,0
4,342,23,1390.46,0
2,979,2,57.99,0
6,649,29,2159.68,0
7,681,19,49.76,0
9,856,1,24.26,0
7,308,30,1426.41,0
2,885,6,120.34,0
2,450,5,173.84,0
10,435,19,1641.21,0
6,209,15,360.88,0
4,137,42,3121.37,0
8,603,25,2064.83,0
6,414,7,480.37,0
8,233,34,431.09,0
9,900,5,267.68,0
7,229,39,3631.24,0
4,712,39,2932.69,0
2,195,11,231.71,0
1,519,4,255.32,0
7,427,26,2015.92,0
4,326,15,507.43,0
3,92,10,487.60,0
5,972,16,1074.53,0
1,798,26,2205.58,0
6,445,7,156.54,0
5,788,18,1240.86,0
2,888,45,3329.32,0
1,317,31,1971.27,0
6,55,13,349.49,0
9,241,23,967.14,0
8,296,43,900.50,0
8,4,11,804.68,0
1,337,45,2569.33,0
1,797,40,891.41,0
3,234,33,1745.72,0
4,1000,49,4550.53,0
6,844,14,655.23,0
2,458,37,467.22,0
3,28,17,315.99,0
5,714,46,3975.00,0
7,367,47,1860.08,0
7,397,7,200.83,0
8,559,32,1413.73,0
1,277,14,779.41,0
9,116,20,725.15,0
5,473,25,1491.36,0
7,277,30,1670.17,0
1,701,47,2410.33,0
8,316,32,2270.83,0
10,239,30,1711.55,0
2,872,17,635.03,0
9,64,9,530.77,0
6,812,38,717.13,0
10,689,36,1878.75,0
7,43,43,2919.39,0
10,513,18,42.23,0
8,616,24,273.62,0
1,130,24,1198.34,0
6,674,8,240.51,0
10,394,36,1854.45,0
1,935,31,1898.17,0
3,990,9,386.08,0
6,225,15,450.72,0
5,138,12,544.41,0
3,802,3,267.89,0
4,475,46,1198.72,0
9,616,15,171.01,0
3,168,13,1088.03,0
10,417,17,770.28,0
3,617,30,1941.50,0
4,305,3,128.28,0
7,78,49,4785.85,0
9,832,13,512.04,0
6,434,41,2986.97,0
1,506,20,967.33,0
5,489,43,633.83,0
3,299,12,775.06,0
5,376,4,134.57,0
4,574,45,3726.77,0
1,226,46,1858.46,0
6,422,17,945.31,0
3,604,11,324.94,0
7,490,18,223.23,0
6,306,41,1160.24,0
7,174,7,133.65,0
10,548,23,1005.94,0
2,65,33,404.49,0
7,860,25,1329.53,0
8,469,20,775.31,0
3,459,19,882.00,0
7,726,31,1262.66,0
2,143,26,265.83,0
1,229,26,2420.82,0
7,300,28,584.36,0
5,178,35,1282.52,0
2,738,8,396.00,0
9,280,47,2504.00,0
9,410,24,1285.71,0
7,475,20,521.18,0
10,17,45,2636.60,0
2,772,13,349.40,0
10,389,18,222.68,0
7,219,42,1550.12,0
1,178,42,1539.02,0
4,12,10,792.68,0
9,588,10,915.94,0
6,291,7,181.52,0
4,772,44,1182.58,0
6,923,40,2874.48,0
7,608,29,1915.94,0
6,208,29,2468.71,0
1,580,38,3576.44,0
6,30,26,1054.94,0
10,949,21,491.78,0
1,393,37,3654.69,0
7,981,47,3022.30,0
4,746,22,1010.32,0
3,910,2,103.03,0
5,104,17,444.46,0
1,959,24,393.87,0
9,224,43,2655.95,0
7,554,17,1424.57,0
4,935,1,61.23,0
10,695,16,230.20,0
5,753,14,377.92,0
8,810,48,3842.27,0
4,631,38,308.03,0
8,320,14,1302.52,0
9,250,47,1024.43,0
8,713,27,40.67,0
4,726,1,40.73,0
6,410,23,1232.14,0
1,422,31,1723.79,0
1,470,4,390.70,0
1,697,20,743.45,0
2,341,10,456.17,0
9,291,11,285.25,0
2,283,32,1462.97,0
10,576,32,1192.11,0
1,787,8,85.95,0
1,157,47,3569.14,0
1,246,14,75.42,0
4,685,15,311.00,0
1,924,44,2152.25,0
3,456,12,568.14,0
4,809,36,481.59,0
10,616,6,68.40,0
4,734,31,2759.62,0
10,469,31,1201.72,0
5,676,3,272.42,0
7,33,26,2434.92,0
3,207,26,1941.05,0
3,400,40,3565.46,0
5,607,2,184.23,0
1,399,29,2381.18,0
6,329,47,2278.46,0
4,71,3,110.32,0
4,189,1,83.47,0
9,881,37,1767.14,0
2,879,19,171.69,0
9,237,11,799.47,0
10,699,34,2059.84,0
2,784,21,288.39,0
8,293,10,476.83,0
1,294,34,220.78,0
1,170,11,570.06,0
10,140,15,1255.53,0
7,99,18,1469.61,0
7,165,20,808.64,0
5,985,37,3354.53,0
8,275,14,793.47,0
5,514,21,2059.63,0
10,975,27,2612.02,0
3,235,46,255.43,0
4,105,11,315.77,0
7,62,10,678.31,0
6,66,28,820.16,0
1,932,21,85.36,0
4,835,38,3110.54,0
9,619,11,1075.19,0
2,677,17,262.25,0
2,399,13,1067.43,0
8,12,47,3725.58,0
6,575,47,1214.50,0
1,790,29,2420.09,0
5,246,20,107.74,0
5,636,5,89.24,0
5,186,29,1102.78,0
7,163,14,1103.85,0
8,782,31,1739.78,0
3,507,8,357.69,0
9,46,10,961.74,0
4,419,33,502.85,0
1,437,3,28.39,0
1,632,25,2261.24,0
10,578,23,1918.09,0
10,103,33,1902.89,0
2,97,25,52.07,0
8,322,8,79.24,0
6,874,42,520.50,0
8,699,21,1272.25,0
9,315,34,194.22,0
3,908,7,221.97,0
3,997,31,2575.42,0
3,173,40,2856.20,0
2,560,33,674.98,0
2,227,46,4353.34,0
9,650,48,2390.62,0
10,653,5,99.76,0
10,949,47,1100.66,0
7,87,36,3596.15,0
10,887,8,667.70,0
4,676,2,181.61,0
4,112,4,80.71,0
4,460,29,1414.77,0
4,145,37,2300.51,0
8,908,32,1014.72,0
9,924,37,1809.85,0
1,400,12,1069.64,0
3,36,38,1339.00,0
7,438,22,545.77,0
9,327,41,856.08,0
8,471,13,1129.97,0
3,410,35,1875.00,0
10,609,35,2382.94,0
10,464,20,271.52,0
2,989,32,782.05,0
2,957,17,119.75,0
10,872,46,1718.30,0
2,964,13,766.12,0
3,57,28,2662.43,0
3,400,37,3298.05,0
7,153,43,3808.54,0
5,6,46,4595.21,0
2,19,26,676.84,0
10,892,20,1987.78,0
6,714,2,172.83,0
7,771,26,1725.08,0
4,378,8,794.80,0
8,327,27,563.76,0
10,271,9,601.31,0
5,38,12,87.70,0
5,185,41,699.39,0
5,32,31,1604.73,0
8,618,43,3270.56,0
9,595,29,1518.75,0
4,904,31,2010.18,0
2,290,37,3139.67,0
2,274,33,2796.26,0
3,216,2,107.15,0
9,704,39,1165.96,0
4,279,27,1209.68,0
8,244,16,354.84,0
10,248,9,898.79,0
10,496,45,625.20,0
2,636,31,553.30,0
6,94,22,1451.14,0
9,8,1,2.62,0
2,145,32,1989.63,0
4,920,2,28.11,0
10,204,39,521.80,0
10,920,11,154.61,0
8,738,50,2474.98,0
9,277,7,389.71,0
5,335,12,195.70,0
1,284,34,2797.98,0
10,54,34,2330.87,0
2,878,8,401.68,0
1,521,24,2293.58,0
10,865,45,149.26,0
6,24,46,705.05,0
2,382,33,1560.81,0
2,886,30,1172.36,0
5,310,15,847.85,0
7,794,50,3548.94,0
3,562,19,435.35,0
8,365,46,1282.24,0
5,802,5,446.48,0
3,107,46,892.30,0
1,262,25,710.55,0
2,793,1,9.74,0
1,328,12,356.67,0
6,834,43,3483.92,0
5,334,2,196.38,0
6,720,20,1772.52,0
8,482,5,405.00,0
7,37,18,960.38,0
6,785,4,302.14,0
1,557,41,3896.80,0
9,896,17,1697.50,0
6,865,33,109.46,0
5,162,12,977.96,0
1,383,43,1918.56,0
10,566,17,1507.85,0
9,114,3,190.12,0
6,610,6,234.04,0
4,937,38,1310.02,0
4,230,6,519.17,0
5,804,27,829.28,0
9,806,3,257.76,0
7,171,44,4153.29,0
4,152,46,2321.60,0
10,878,38,1907.97,0
3,469,25,969.13,0
1,270,14,1382.82,0
1,235,47,260.98,0
2,71,18,661.91,0
8,218,38,1368.56,0
2,2,35,903.05,0
1,124,32,453.50,0
2,489,2,29.48,0
5,756,46,1792.02,0
8,967,37,2566.54,0
2,584,12,283.05,0
4,456,40,1893.81,0
10,570,30,2327.76,0
9,915,31,1844.96,0
9,364,10,232.01,0
1,74,45,2294.08,0
6,417,47,2129.59,0
4,491,40,725.82,0
4,605,33,387.99,0
6,969,30,795.34,0
8,372,27,418.60,0
8,706,16,687.14,0
6,521,14,1337.92,0
1,417,9,407.79,0
5,14,24,2061.58,0
2,913,41,967.04,0
8,972,14,940.21,0
6,150,50,298.22,0
4,849,20,1982.26,0
6,369,14,732.46,0
2,640,11,56.11,0
10,343,20,221.95,0
9,622,45,3543.67,0
8,160,37,2634.78,0
